subH_file,sub_file,cat_file,catH_file,ts_file,DH,DG,subH_HOMO,subH_LUMO,subH_CP,subH_Hard,subH_Soft,subH_Ephil,subH_Q,subH_FukP,subH_FukM,subH_FukD,subH_BO,subH_BOH,subH_BOX,subH_BV3,subH_BV4,subH_BV5,sub_SOMO,sub_IE,sub_EA,sub_Eneg,sub_Soft,sub_Q,sub_Fuk0,sub_BO,sub_BV3,sub_BV4,sub_BV5,cat_SOMO,cat_IE,cat_EA,cat_Eneg,cat_Soft,cat_Q,cat_Fuk0,cat_BO,cat_BV3,cat_BV4,cat_BV5,catH_HOMO,catH_LUMO,catH_CP,catH_Hard,catH_Soft,catH_Ephil,catH_Q,catH_FukP,catH_FukM,catH_FukD,catH_BO,catH_BOH,catH_BOX,catH_BV3,catH_BV4,catH_BV5,DHdd,DGdd
PRE-I1e,POST-I1e-H1,PRE-O4,POST-O4,,-15.5061267,-15.57515274,-0.295358,0.001011,-0.1471735,0.1481845,6.748344125,0.073084699,0.42524,-0.02682,0.39659,-0.42341,1.260666667,0.9043,1.43885,0.433654276,0.252614673,0.151607486,-0.264226,0.30568772,0.000486376,0.153087048,3.276525545,0.49994,0.40859,1.44875,0.395979216,0.239750791,0.142667371,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,11.4
PRE-I1f,POST-I1f-H1,PRE-O4,POST-O4,,-15.82070033,-15.65692036,-0.340181,0.003704,-0.1682385,0.1719425,5.815897757,0.082307146,0.42733,0.01019,0.4479,-0.43771,1.260666667,0.9027,1.43965,0.403326132,0.211563528,0.130670351,-0.268844,0.318298466,-0.004931363,0.156683551,3.093773873,0.51797,0.42975,1.44715,0.354262887,0.190727608,0.120058891,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,12.6
PRE-I1h,POST-I1h-H1,PRE-O4,POST-O4,,-16.55645205,-16.27721034,-0.336336,-0.003799,-0.1700675,0.1662685,6.014368326,0.086976651,0.40826,0.01139,0.4201,-0.40871,1.258866667,0.9031,1.43675,0.405812351,0.200363882,0.102616206,-0.274967,0.326216612,-0.001945662,0.162135475,3.047272887,0.48191,0.44357,1.446,0.359496052,0.179694774,0.09199292,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,12.7
PRE-I1j,POST-I1j-H1,PRE-O4,POST-O4,,-15.27691067,-15.40241256,-0.352676,-0.002272,-0.177474,0.175202,5.707697401,0.089887732,0.41562,0.00609,0.47503,-0.46894,1.265866667,0.8944,1.4516,0.409537023,0.213689405,0.113550897,-0.280246,0.328834478,0.018940009,0.173887243,3.226904963,0.51845,0.39211,1.49995,0.362783075,0.193598318,0.103767226,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,13.4
PRE-I1k,POST-I1k-H1,PRE-O4,POST-O4,,-14.79709559,-15.30349573,-0.361368,-0.010043,-0.1857055,0.1756625,5.692734647,0.09816134,0.43481,0.01428,0.47348,-0.4592,1.269433333,0.9036,1.45235,0.435051028,0.252793123,0.145105405,-0.291223,0.342917819,0.012776189,0.177847004,3.029003037,0.53013,0.447135,1.45665,0.392906362,0.23537102,0.134880247,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,13.4
PRE-I1l,POST-I1l-H1,PRE-O4,POST-O4,,-15.3829353,-15.64711678,-0.333865,-0.010229,-0.172047,0.161818,6.179782224,0.091461303,0.44384,-0.00409,0.18224,-0.18633,1.259866667,0.9018,1.4389,0.430357941,0.249041804,0.150937372,-0.268499,0.316616485,-0.002960196,0.156828144,3.129139451,0.54524,0.43316,1.45465,0.38258902,0.221374372,0.136941834,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,12.9
PRE-I1m,POST-I1m-H1,PRE-O4,POST-O4,,-18.12200848,-18.32030147,-0.326966,0.009066,-0.15895,0.168016,5.951814113,0.075186597,0.43891,0.0185,0.40348,-0.38498,1.264433333,0.9041,1.4446,0.482298495,0.310808609,0.204518937,-0.254679,0.297351142,-0.00718023,0.145085456,3.283733933,0.51993,0.41915,1.45235,0.437369636,0.290465365,0.193946895,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,12.9
PRE-I1n,POST-I1n-H1,PRE-O4,POST-O4,,-17.61447004,-17.55046407,-0.297405,0.006994,-0.1452055,0.1521995,6.570323818,0.069266447,0.43257,-0.0388,0.42451,-0.46331,1.2593,0.9012,1.43835,0.442723853,0.260683694,0.167615339,-0.238617,0.277697962,-0.010982546,0.133357708,3.464037135,0.46855,0.38543,1.4186,0.410300581,0.265556142,0.161357652,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,13.5
PRE-J1a,POST-J1a-H1,PRE-O4,POST-O4,,-14.0119501,-14.35143272,-0.311919,-0.035848,-0.1738835,0.1380355,7.244513187,0.109520636,0.41874,-0.05132,0.17666,-0.22798,1.2596,0.9029,1.43795,0.43051624,0.260280243,0.16879001,-0.258285,0.288983138,-0.000833857,0.144074641,3.450453277,0.51222,0.27706,1.4571,0.383827473,0.240414158,0.158553026,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,13.7
PRE-J1b,POST-J1b-H1,PRE-O4,POST-O4,,-13.08184929,-13.42635199,-0.340821,-0.075126,-0.2079735,0.1328475,7.527428066,0.162791835,0.41492,-0.03346,0.11367,-0.14713,1.261166667,0.9023,1.4406,0.430181019,0.260055242,0.168709202,-0.282474,0.313129753,0.041663724,0.177396738,3.68370217,0.51531,0.25299,1.459,0.383157032,0.240293899,0.158657485,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,14.2
PRE-J1c,POST-J1c-H1,PRE-O4,POST-O4,,-14.61334074,-14.80096607,-0.274264,-0.022167,-0.1482155,0.1260485,7.933454186,0.087140404,0.41576,-0.05033,0.19174,-0.24207,1.258466667,0.903,1.4362,0.430991135,0.260419899,0.168900382,-0.247645,0.275023494,-0.01493015,0.130046672,3.448827151,0.50525,0.395365,1.4583,0.384423421,0.240759419,0.158909763,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,13.1
PRE-J1d,POST-J1d-H1,PRE-O4,POST-O4,,-12.94475478,-13.37083371,-0.35489,-0.090944,-0.222917,0.131973,7.57730748,0.18826574,0.41475,-0.02451,0.05613,-0.08064,1.2615,0.9022,1.44115,0.430087902,0.26018326,0.168713144,-0.28593,0.318018901,0.059722476,0.188870689,3.87152087,0.51632,0.23056,1.4592,0.383054604,0.240092173,0.158574706,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,14.2
PRE-J1e,POST-J1e-H1,PRE-O4,POST-O4,,-13.9476856,-14.13091836,-0.277425,-0.038702,-0.1580635,0.1193615,8.3779108,0.104657155,0.41624,-0.03763,0.16515,-0.20278,1.259333333,0.9028,1.4376,0.430767655,0.260101794,0.168778184,-0.258466,0.283724739,0.005031606,0.144378172,3.58817596,0.50925,0.260365,1.458,0.38386472,0.240313295,0.158726467,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,13.8
PRE-J1f,POST-J1f-H1,PRE-O4,POST-O4,,-14.16937905,-14.35010177,-0.294354,-0.028582,-0.161468,0.132886,7.525247204,0.098098803,0.41729,-0.05574,0.19097,-0.24671,1.2592,0.9028,1.4374,0.430758343,0.260225933,0.168851108,-0.254899,0.283602882,-0.008249784,0.137676549,3.426386381,0.50868,0.312695,1.45825,0.383939213,0.24063528,0.158819101,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,13.6
PRE-J1h,POST-J1h-H1,PRE-O4,POST-O4,,-14.16278831,-14.34225602,-0.30005,-0.030929,-0.1654895,0.1345605,7.431601399,0.101763796,0.41742,-0.06077,0.19232,-0.25309,1.259366667,0.9028,1.43765,0.430814213,0.260419899,0.168835341,-0.257543,0.287973078,-0.006974673,0.140499202,3.390431006,0.50891,0.40353,1.4585,0.383995083,0.240623642,0.158850635,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,13.5
PRE-J1i,POST-J1i-H1,PRE-O4,POST-O4,,-13.85083704,-14.11062596,-0.324115,-0.040464,-0.1822895,0.1418255,7.050918206,0.117149109,0.41877,-0.04016,0.17729,-0.21745,1.26,0.9029,1.43855,0.431354291,0.260443175,0.168884614,-0.262336,0.295583997,0.001787764,0.148685881,3.403719611,0.51328,0.282625,1.45705,0.38380885,0.240526659,0.158765886,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,13.8
PRE-J1j,POST-J1j-H1,PRE-O4,POST-O4,,-13.53240987,-13.77149098,-0.319541,-0.049495,-0.184518,0.135023,7.40614562,0.126078121,0.41754,-0.05956,0.16333,-0.22289,1.2602,0.9026,1.439,0.430469681,0.260163863,0.168762417,-0.269747,0.30014789,0.013675249,0.156911569,3.49073474,0.51375,0.271555,1.45815,0.383762291,0.24069347,0.158771798,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,13.9
PRE-J1k,POST-J1k-H1,PRE-O4,POST-O4,,-13.28498226,-13.6056396,-0.345954,-0.061897,-0.2039255,0.1420285,7.040840395,0.14639882,0.4168,-0.02972,0.14438,-0.1741,1.260933333,0.9024,1.4402,0.430404499,0.260051362,0.168699347,-0.277894,0.310537879,0.026238065,0.168387972,3.517413487,0.51575,0.26926,1.4583,0.383063915,0.240239588,0.158620037,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,14.9
PRE-J1l,POST-J1l-H1,PRE-O4,POST-O4,,-13.449236,-13.79875878,-0.331809,-0.068304,-0.2000565,0.1317525,7.589988805,0.151885555,0.41632,-0.0356,0.09068,-0.12628,1.260533333,0.9027,1.43945,0.430339318,0.26000869,0.168648103,-0.271852,0.302187085,0.037377526,0.169782305,3.776298725,0.51525,0.241415,1.4574,0.383017357,0.240262864,0.158553026,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,14
PRE-J1m,POST-J1m-H1,PRE-O4,POST-O4,,-14.01759078,-14.24914177,-0.310348,-0.035947,-0.1731475,0.1372005,7.288603176,0.109256368,0.41941,-0.053,0.17158,-0.22458,1.259666667,0.9031,1.43795,0.430106526,0.259791447,0.168596859,-0.257463,0.286111305,0.00203541,0.144073358,3.52018604,0.51269,0.2736,1.4569,0.383371201,0.23999131,0.158480102,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,13.7
PRE-J1n,POST-J1n-H1,PRE-O4,POST-O4,,-14.71511776,-14.47603665,-0.257658,-0.018214,-0.137936,0.119722,8.352683717,0.079460501,0.41508,-0.03844,0.19083,-0.22927,1.257966667,0.9031,1.4354,0.430413811,0.260028086,0.168827457,-0.242919,0.266123222,-0.016487661,0.12481778,3.538434152,0.50341,0.27626,1.45775,0.384330304,0.240414158,0.158842752,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,13.7
PRE-SI1,POST-SI1-H1,PRE-O4,POST-O4,,-15.74421634,-15.98769002,-0.336633,0.013561,-0.161536,0.175097,5.711120122,0.07451264,0.43537,0.01126,0.48046,-0.4692,1.2716,0.9057,1.45455,0.380912917,0.168584352,0.086293006,-0.26082,0.315921419,-0.015706067,0.150107676,3.015431598,0.51377,0.45238,1.4664,0.332073153,0.148442834,0.076000836,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,12.3
PRE-SI2,POST-SI2-H1,PRE-O4,POST-O4,,-15.89926577,-16.3052644,-0.329405,0.012242,-0.1585815,0.1708235,5.853995498,0.073608409,0.44897,0.00768,0.42042,-0.41274,1.257666667,0.9042,1.4344,0.466775924,0.280825213,0.150673268,-0.25428,0.298711526,-0.012288043,0.143211741,3.21543854,0.52439,0.443385,1.44215,0.417424017,0.260404382,0.140463877,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,12.4
PRE-SI3,POST-SI3-H1,PRE-O4,POST-O4,,-16.13629179,-16.79078416,-0.32615,0.014383,-0.1558835,0.1702665,5.873145921,0.071357741,0.45751,0.00662,0.4497,-0.44308,1.249333333,0.9016,1.4232,0.517859803,0.338441127,0.182893948,-0.252477,0.29295384,-0.00872795,0.142112945,3.31475095,0.53335,0.43337,1.42675,0.467669845,0.317515983,0.17241257,-0.354874,0.38280566,0.052268709,0.217537184,3.025380361,-0.26605,0.56646,1.0453,0.385438394,0.275184656,0.147364085,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.054059544,-0.72213,0.49017,0.05032,0.43985,0.85145,0.7787,0.9242,0.423914258,0.29283564,0.157516319,,12.8
PRE-A1a,POST-A1a-H1,PRE-O5,POST-O5,,-7.292217384,-10.02188357,-0.402704,0.076043,-0.1633305,0.2393735,4.17757187,0.055722234,-0.59831,0.05099,0.20685,-0.15586,0.96965,0.9443,1.0457,0.362578218,0.162486034,0.083145438,-0.25685,0.313200057,-0.029509324,0.141845367,2.917924204,-0.27915,0.74738,1.002066667,0.324046484,0.144745826,0.074085097,-0.173887,0.21408279,-0.076378183,0.068852303,3.442803313,-0.74806,0.37537,0.9513,0.295664482,0.178814164,0.091423323,-0.154503,0.216427,0.030962,0.185465,5.39185291,0.002584438,-0.92775,0.06679,0.16969,-0.1029,0.714,0.7838,0.6442,0.326113677,0.199176805,0.101942149,,12.8
PRE-A1b,POST-A1b-H1,PRE-O5,POST-O5,,-9.972303925,-10.80438148,-0.397315,0.053875,-0.17172,0.225595,4.432722356,0.065355523,-0.71234,-0.05897,0.339,-0.39797,0.950075,0.9081,1.076,0.331952101,0.163735181,0.084339819,-0.322323,0.380096647,0.055878658,0.217987652,3.084344589,-0.33351,0.60782,1.043,0.295757598,0.146856185,0.07535043,-0.173887,0.21408279,-0.076378183,0.068852303,3.442803313,-0.74806,0.37537,0.9513,0.295664482,0.178814164,0.091423323,-0.154503,0.216427,0.030962,0.185465,5.39185291,0.002584438,-0.92775,0.06679,0.16969,-0.1029,0.714,0.7838,0.6442,0.326113677,0.199176805,0.101942149,,17.6
PRE-A1c,POST-A1c-H1,PRE-O5,POST-O5,,-15.56892389,-16.42233677,-0.30446,0.06378,-0.12034,0.18412,5.431240495,0.03932684,-0.4032,-0.10564,0.12256,-0.2282,0.9658,0.9436,1.0324,0.331123361,0.142592794,0.072951815,-0.205414,0.261407092,-0.0667562,0.097325446,3.047263436,-0.26873,0.59917,1.0167,0.284983984,0.12277714,0.062825203,-0.173887,0.21408279,-0.076378183,0.068852303,3.442803313,-0.74806,0.37537,0.9513,0.295664482,0.178814164,0.091423323,-0.154503,0.216427,0.030962,0.185465,5.39185291,0.002584438,-0.92775,0.06679,0.16969,-0.1029,0.714,0.7838,0.6442,0.326113677,0.199176805,0.101942149,,6.5
PRE-A1d,POST-A1d-H1,PRE-O5,POST-O5,,-7.554581477,-7.904104251,-0.388597,-0.032071,-0.210334,0.178263,5.609689055,0.12408742,-0.47571,0.01185,0.00666,0.00519,0.922075,0.9284,0.9031,0.368537694,0.185513779,0.094892151,-0.360251,0.402321583,0.08541153,0.243866557,3.15546948,-0.04873,0.50887,0.972033333,0.332939139,0.1670171,0.085496752,-0.173887,0.21408279,-0.076378183,0.068852303,3.442803313,-0.74806,0.37537,0.9513,0.295664482,0.178814164,0.091423323,-0.154503,0.216427,0.030962,0.185465,5.39185291,0.002584438,-0.92775,0.06679,0.16969,-0.1029,0.714,0.7838,0.6442,0.326113677,0.199176805,0.101942149,,20.4
PRE-A1e,POST-A1e-H1,PRE-O5,POST-O5,,-12.89566535,-14.19398244,-0.275109,0.064296,-0.1054065,0.1697025,5.892665105,0.032735317,-0.73548,-0.06474,0.13387,-0.19861,0.957225,0.933766667,1.0276,0.390625,0.218507541,0.119156208,-0.222152,0.268633422,-0.017241486,0.125695968,3.498033483,-0.63455,0.51524,1.029133333,0.353406213,0.200332847,0.109112374,-0.173887,0.21408279,-0.076378183,0.068852303,3.442803313,-0.74806,0.37537,0.9513,0.295664482,0.178814164,0.091423323,-0.154503,0.216427,0.030962,0.185465,5.39185291,0.002584438,-0.92775,0.06679,0.16969,-0.1029,0.714,0.7838,0.6442,0.326113677,0.199176805,0.101942149,,10.7
PRE-A1f,POST-A1f-H1,PRE-O5,POST-O5,,-11.38413058,-12.9234113,-0.332736,0.075969,-0.1283835,0.2043525,4.893505095,0.040328166,-0.2512,-0.08096,0.15824,-0.2392,0.94865,0.944933333,0.9598,0.363546633,0.191057352,0.099740626,-0.234057,0.284911312,-0.042063669,0.121423822,3.058337971,-0.09281,0.63068,0.978366667,0.317705229,0.172064118,0.089787455,-0.173887,0.21408279,-0.076378183,0.068852303,3.442803313,-0.74806,0.37537,0.9513,0.295664482,0.178814164,0.091423323,-0.154503,0.216427,0.030962,0.185465,5.39185291,0.002584438,-0.92775,0.06679,0.16969,-0.1029,0.714,0.7838,0.6442,0.326113677,0.199176805,0.101942149,,10.8
PRE-A1h,POST-A1h-H1,PRE-O5,POST-O5,,-11.74315824,-12.57460828,-0.354188,0.061067,-0.1465605,0.2076275,4.816317684,0.051727204,-0.2475,-0.0917,0.16605,-0.25775,0.954475,0.9485,0.9724,0.306251862,0.129748309,0.066445792,-0.239753,0.300756034,-0.053571525,0.123592254,2.822247309,-0.08774,0.663005,0.982266667,0.261006406,0.110471883,0.056543865,-0.173887,0.21408279,-0.076378183,0.068852303,3.442803313,-0.74806,0.37537,0.9513,0.295664482,0.178814164,0.091423323,-0.154503,0.216427,0.030962,0.185465,5.39185291,0.002584438,-0.92775,0.06679,0.16969,-0.1029,0.714,0.7838,0.6442,0.326113677,0.199176805,0.101942149,,8.2
PRE-A1i,POST-A1i-H1,PRE-O5,POST-O5,,-2.603587552,-4.294725571,-0.455237,0.086724,-0.1842565,0.2709805,3.690302439,0.062643729,-0.83584,0.33751,0.40278,-0.06527,0.956,0.956,0.956,0.225081943,0.094888585,0.048492637,-0.287128,0.357825751,-0.019048102,0.169388825,2.653407745,-0.48694,0.906855,0.9718,0.180069279,0.075996214,0.038898174,-0.173887,0.21408279,-0.076378183,0.068852303,3.442803313,-0.74806,0.37537,0.9513,0.295664482,0.178814164,0.091423323,-0.154503,0.216427,0.030962,0.185465,5.39185291,0.002584438,-0.92775,0.06679,0.16969,-0.1029,0.714,0.7838,0.6442,0.326113677,0.199176805,0.101942149,,14.9
PRE-A1j,POST-A1j-H1,PRE-O5,POST-O5,,-6.699582256,-8.140971506,-0.36114,0.057595,-0.1517725,0.2093675,4.776290494,0.055010667,-0.55872,-0.05129,0.26992,-0.32121,0.9601,0.9379,1.0267,0.334745605,0.151150611,0.077449465,-0.273933,0.330523957,-0.005696161,0.162413898,2.974242011,-0.37885,0.63211,1.0017,0.295832092,0.132339706,0.067653969,-0.173887,0.21408279,-0.076378183,0.068852303,3.442803313,-0.74806,0.37537,0.9513,0.295664482,0.178814164,0.091423323,-0.154503,0.216427,0.030962,0.185465,5.39185291,0.002584438,-0.92775,0.06679,0.16969,-0.1029,0.714,0.7838,0.6442,0.326113677,0.199176805,0.101942149,,15.8
PRE-A1k,POST-A1k-H1,PRE-O5,POST-O5,,-1.829337567,-3.593266684,-0.467181,0.072276,-0.1974525,0.2697285,3.707431732,0.072271728,-0.68757,0.18322,0.32798,-0.14476,0.947725,0.9297,1.0018,0.411343489,0.215431227,0.110285075,-0.33883,0.399096269,0.033965059,0.216530664,2.738741506,-0.30446,0.77195,0.973666667,0.375065182,0.198668612,0.101674104,-0.173887,0.21408279,-0.076378183,0.068852303,3.442803313,-0.74806,0.37537,0.9513,0.295664482,0.178814164,0.091423323,-0.154503,0.216427,0.030962,0.185465,5.39185291,0.002584438,-0.92775,0.06679,0.16969,-0.1029,0.714,0.7838,0.6442,0.326113677,0.199176805,0.101942149,,19.3
PRE-A1l,POST-A1l-H1,PRE-O5,POST-O5,,-11.96317749,-12.83039558,-0.32637,0.024131,-0.1511195,0.1752505,5.706117814,0.065155601,-0.71151,0.04532,-0.04057,0.08589,0.9461,0.927433333,1.0021,0.398288513,0.22723605,0.12043928,-0.318767,0.3698213,0.050936255,0.210378777,3.135926302,-0.2512,0.57647,1.029066667,0.364533671,0.211016541,0.111585885,-0.173887,0.21408279,-0.076378183,0.068852303,3.442803313,-0.74806,0.37537,0.9513,0.295664482,0.178814164,0.091423323,-0.154503,0.216427,0.030962,0.185465,5.39185291,0.002584438,-0.92775,0.06679,0.16969,-0.1029,0.714,0.7838,0.6442,0.326113677,0.199176805,0.101942149,,16.8
PRE-A1m,POST-A1m-H1,PRE-O5,POST-O5,,-6.040450074,-7.734098131,-0.375881,0.05878,-0.1585505,0.2173305,4.60128698,0.057834177,-0.59534,0.03759,0.06696,-0.02937,0.957075,0.9426,1.0005,0.49528829,0.330507883,0.179760178,-0.25834,0.30004663,-0.014708791,0.14266892,3.177069983,-0.25919,0.726075,0.980266667,0.460183254,0.3144901,0.170762906,-0.173887,0.21408279,-0.076378183,0.068852303,3.442803313,-0.74806,0.37537,0.9513,0.295664482,0.178814164,0.091423323,-0.154503,0.216427,0.030962,0.185465,5.39185291,0.002584438,-0.92775,0.06679,0.16969,-0.1029,0.714,0.7838,0.6442,0.326113677,0.199176805,0.101942149,,14.7
PRE-B1a,POST-B1a-H1,PRE-O5,POST-O5,,-10.41107172,-12.5301712,-0.378837,0.070296,-0.1542705,0.2245665,4.453023937,0.05298962,-0.39047,0.11866,0.10693,0.01173,0.977675,0.9289,1.02645,0.537302592,0.283587301,0.149098499,-0.236377,0.27961909,-0.028316431,0.125651329,3.247433088,-0.07302,0.624765,1.026833333,0.506806838,0.268597542,0.14113202,-0.173887,0.21408279,-0.076378183,0.068852303,3.442803313,-0.74806,0.37537,0.9513,0.295664482,0.178814164,0.091423323,-0.154503,0.216427,0.030962,0.185465,5.39185291,0.002584438,-0.92775,0.06679,0.16969,-0.1029,0.714,0.7838,0.6442,0.326113677,0.199176805,0.101942149,,11
